date,BB_Middle_20,Close_Lag_3,Volume_SMA_20,EMA_200,Volume_Lag_1,SMA_50_Above_SMA_200,MACD_Line,EMA_20,Close_Lag_7,SMA_50,Volume_Lag_5,Price_Above_SMA_200,Volume_SMA_100,Volume_SMA_50,Open,Volume_Lag_7,Volume_SMA_10,EMA_100,ATH_Drawdown,Volume_Lag_21,20d_High,Close_Lag_1,Low,BB_Upper_20,Log_Volume,Volume_Lag_14,SMA_5,Close_Lag_21,Volume_Lag_3,SMA_20,EMA_10,Volume_SMA_200,Volume_SMA_5,20d_Low,BB_Lower_20,Volume,ATR_14,SMA_200,EMA_5,Close_Lag_14,MACD_Signal,SMA_10,EMA_50,Resistance_Level,Close_Lag_2,Volume_Lag_2,Week_of_Year,High,SMA_100,Log_Close,Support_Level,Close_Lag_5
2021-07-19 00:00:00+00:00,-0.11052033314919475,-0.16036567945909916,-0.6611659083701568,-0.37480654881733455,-0.5703428673163435,0.0,-0.43458841325852354,-0.12379924820807521,-0.11624758220502897,-0.06778120029619636,-0.5160358835463158,0.0,-0.44610432023005964,-0.48303377550384313,-0.1577560240963855,-0.5646733057087487,-0.6714277701906967,-0.19896545808158048,0.5172561994304914,-0.4244157716187759,-0.12896422433994686,-0.1577560240963855,-0.1774209734069242,-0.10744333692101388,-0.8621008875165047,-0.5072490683692928,-0.153834611849879,-0.09044614192405626,-0.49594049092409626,-0.11052033314919475,-0.14423635969598206,-0.6297676753879056,-0.6053103579165746,-0.1420961512851245,-0.10959326820513354,-0.5040005064383775,-0.18179636887147096,-0.33755738212825215,-0.15365982163119715,-0.09655172413793105,-0.2854570104371173,-0.13601310108679465,-0.1215622200323757,-0.12896422433994686,-0.15554078435096383,-0.5403392132969685,0.08,-0.1676758682101514,-0.08665665718399881,-0.3340940526689044,-0.1420961512851245,-0.11104723579572677
2021-07-20 00:00:00+00:00,-0.11693154293970166,-0.15579468622035997,-0.6652860716801071,-0.3750525630792096,-0.5041694044813542,0.0,-0.49191861044366025,-0.13051254130212664,-0.13230174081237905,-0.06982302707392211,-0.5170117955416733,-1.0,-0.44512770961045844,-0.4842723433455915,-0.17818147590361444,-0.576301290382217,-0.6653713395472458,-0.200672074372079,0.4763325593031377,-0.4253108458598784,-0.12896422433994686,-0.17818147590361444,-0.19638735574510782,-0.10744631844408259,-0.775681996016083,-0.48133529526416263,-0.16338128551869013,-0.08003985386914651,-0.5385557059446827,-0.11693154293970166,-0.15311051539385054,-0.6285597283250115,-0.5967681395667621,-0.16726594752963111,-0.1260744595301708,-0.4781226274622622,-0.17587778933056067,-0.33622347523079377,-0.16372462967763307,-0.08296760710553819,-0.32776049864444434,-0.1442112053992358,-0.12529053962725797,-0.12896422433994686,-0.1563004463013959,-0.5701846179322453,0.08,-0.18299198575244882,-0.08714176588346853,-0.3592968012183318,-0.16726594752963111,-0.1379706812302386
2021-07-21 00:00:00+00:00,-0.120485063527812,-0.15655651842681648,-0.6631649821012505,-0.374909337108695,-0.4782567760964437,0.0,-0.4773254624085942,-0.13345612820916847,-0.11063829787234039,-0.07077602562361156,-0.4945685158506997,0.0,-0.4437914897687255,-0.4830099957521287,-0.18797063253012045,-0.5092163164136088,-0.6475404105714583,-0.20167193494134178,0.6010709623836297,-0.3748353745088412,-0.12896422433994686,-0.18797063253012045,-0.1892624184646262,-0.10898662457823242,-0.5836005274232421,-0.40388258571722074,-0.16270607873661314,-0.06243772832945866,-0.5683025993164993,-0.120485063527812,-0.15461466985793074,-0.6269268792540533,-0.5782509546081042,-0.16726594752963111,-0.13255839587167842,-0.406638168334687,-0.17291849956010555,-0.3346909604401221,-0.16040796576442293,-0.0569487983281087,-0.3586256401435144,-0.14972954195821547,-0.12757982587987307,-0.12896422433994686,-0.17690627670686546,-0.5040207561662746,0.08,-0.1609973285841496,-0.08734700417939803,-0.2856566458235478,-0.16726594752963111,-0.15981603909169304
2021-07-22 00:00:00+00:00,-0.12382611651723115,-0.17722121702694982,-0.6651429367538038,-0.37463575844394115,-0.4066763259993218,0.0,-0.4419220506824337,-0.13505288374729227,-0.1378143133462282,-0.07214965801592278,-0.5371651313488965,0.0,-0.44321535779830434,-0.48436604548392603,-0.15813253012048192,-0.5101912819094034,-0.6400985750326671,-0.20242272239665246,0.6435685886697281,-0.42387950490541043,-0.12896422433994686,-0.15813253012048192,-0.1580531861515303,-0.11211227305941421,-0.8571832630734166,-0.4144759065376444,-0.16090552731774105,-0.086903575777704,-0.5023571257981541,-0.12382611651723115,-0.15388413038302964,-0.6259623297205106,-0.5705825853182092,-0.16726594752963111,-0.13576449161597579,-0.502618538869321,-0.18907462209069828,-0.333115613493487,-0.15478087578872843,-0.09435736677115988,-0.3760938880304793,-0.1527765371445586,-0.12933887856405427,-0.12896422433994686,-0.1867818820624822,-0.4781118874294605,0.08,-0.15449688334817455,-0.08732176096652972,-0.26255797605327896,-0.16726594752963111,-0.1552170163840184
2021-07-23 00:00:00+00:00,-0.1270078188076318,-0.18712503571088468,-0.6630262829403842,-0.374267288748827,-0.5027855811745828,0.0,-0.3953568101502234,-0.135707574915535,-0.15986460348162473,-0.07457049341226069,-0.5668990416110649,0.0,-0.4428615650625934,-0.48999940793178365,-0.1479668674698795,-0.48776976909342945,-0.6292095443582505,-0.20298881025900398,0.6750483118446159,-0.4413784386092477,-0.12896422433994686,-0.1479668674698795,-0.15333667837431006,-0.11639536046268611,-0.7843528921710371,-0.5005405929904767,-0.15745447043156968,-0.07937562271670544,-0.4765337749300128,-0.1270078188076318,-0.15183366714931365,-0.6248781241631299,-0.5524165161933177,-0.16726594752963111,-0.13656659707370106,-0.4808772962052429,-0.19043429576901552,-0.33150977795168496,-0.1484991263973609,-0.09268547544409618,-0.38056711318310865,-0.1533819661555258,-0.1307026838737665,-0.12896422433994686,-0.15668027727661193,-0.40654182289797675,0.08,-0.14986642920747997,-0.08709127945773182,-0.24602107542800725,-0.16726594752963111,-0.15598352016863085
2021-07-24 00:00:00+00:00,-0.13001954701907956,-0.15693743453004477,-0.6617100250685781,-0.3738854031077657,-0.4810151438717266,0.0,-0.35174782565278423,-0.13616166587151798,-0.15522243713733072,-0.07649182612048534,-0.5009823501676338,0.0,-0.44214518661016816,-0.49716766157842596,-0.14043674698795178,-0.5303250717702509,-0.6280754882164246,-0.20351396777065361,0.6805572634002212,-0.49905833404106253,-0.12896422433994686,-0.14043674698795178,-0.13697942799799295,-0.12087585045000533,-0.8769158579308304,-0.5159408828987337,-0.14967083669373746,-0.07384036311303002,-0.40519994299678264,-0.13001954701907956,-0.1499017843170066,-0.6239335078985816,-0.5532515606727076,-0.16726594752963111,-0.13659149977583643,-0.5081011509667851,-0.20387107094297371,-0.32987474988859944,-0.14386848115679093,-0.10919540229885061,-0.37524752742074996,-0.1560716589747407,-0.131955910261967,-0.12896422433994686,-0.14642484094577915,-0.5026371336376174,0.08,-0.1428317008014248,-0.08699689179222414,-0.24317489558080815,-0.16726594752963111,-0.1767749353262432
2021-07-25 00:00:00+00:00,-0.13253728806357032,-0.14665269974288164,-0.6618311449080418,-0.3735634449173536,-0.5082755554491872,0.0,-0.32110707428159974,-0.13702675570776313,-0.15599613152804637,-0.07902439238126958,-0.47517026996872225,0.0,-0.441774333141509,-0.5053633048238189,-0.13911897590361447,-0.5600301442548379,-0.629148708878361,-0.20412637981957243,0.6624564225746609,-0.5110748214147386,-0.12896422433994686,-0.13911897590361447,-0.15193176116407422,-0.12391942487547908,-0.9642934230120114,-0.5586569739080269,-0.14079936980700342,-0.07583305657035316,-0.5009780702172436,-0.13253728806357032,-0.14915648365154083,-0.6231267587433946,-0.5639119427990154,-0.16726594752963111,-0.13782187180369018,-0.5304724587777343,-0.19459329760857402,-0.32825373176701783,-0.14223633907243105,-0.10428422152560088,-0.3647397873245074,-0.1564289613418689,-0.13334759284414976,-0.12896422433994686,-0.13882822144145857,-0.48086985499477625,0.08,-0.14826357969723955,-0.08668299792786144,-0.2525794646273741,-0.16726594752963111,-0.18673948452620487
2021-07-26 00:00:00+00:00,-0.1357296137339056,-0.13903437767831633,-0.6519366942314133,-0.3732410297957954,-0.5306769039648297,0.0,-0.2926824623407982,-0.13777983132027433,-0.17698259187620885,-0.08209370495164908,-0.4038675718735718,0.0,-0.43884206749325505,-0.5058807607667617,-0.14344879518072287,-0.49417738287879387,-0.6100292596621091,-0.2047202961779267,0.6636369121937189,-0.5057697217402789,-0.12896422433994686,-0.14344879518072287,-0.13848469643753133,-0.12924170376383473,-0.3945024558251423,-0.5539372552616173,-0.13781720651949658,-0.09122107826857082,-0.4792826392222196,-0.1357296137339056,-0.14849221410605715,-0.6213078985976829,-0.5446939944409822,-0.16726594752963111,-0.1368608084808518,-0.31226478257305096,-0.19003439174598105,-0.3266577093560489,-0.14105335599674054,-0.11901776384535005,-0.3505337144393379,-0.15449357351992454,-0.134672464704436,-0.12896422433994686,-0.1374988130282025,-0.5081263113750654,0.12,-0.12858414959928763,-0.08631422751378494,-0.25196146124618196,-0.16726594752963111,-0.15636677206093708
2021-07-27 00:00:00+00:00,-0.14028704372583178,-0.13770117131701745,-0.6556935716682071,-0.3729315841055123,-0.3121762134930307,0.0,-0.26817983927675465,-0.13854018468726662,-0.18704061895551252,-0.08431517743299437,-0.4996038964791494,0.0,-0.44305986724015556,-0.5114677706936727,-0.1431664156626506,-0.46839033682510983,-0.6055773584656875,-0.20531943506777717,0.6604889398762304,-0.4795483556084007,-0.13794719575066391,-0.1431664156626506,-0.148118414450577,-0.141132619348741,-0.8380045368926256,-0.5656287001832592,-0.13701070952979347,-0.07682940329901478,-0.5064491297270823,-0.14028704372583178,-0.1480939957533593,-0.6207807893921188,-0.54357586139707,-0.16726594752963111,-0.12809258377060462,-0.49712773417362405,-0.19155402703351204,-0.3251200102698426,-0.14051773622037067,-0.13636363636363635,-0.33416923490312456,-0.15311398938017962,-0.13597800729712184,-0.13794719575066391,-0.14186686924318678,-0.530524409692154,0.12,-0.14737310774710596,-0.08677958065535775,-0.2536109332527945,-0.16726594752963111,-0.14601897096866917
2021-07-28 00:00:00+00:00,-0.14308099264862106,-0.14208170650414245,-0.6604668768293113,-0.3726569417688161,-0.4972874033005368,0.0,-0.2500757645810693,-0.13948487098238627,-0.15638297872340423,-0.08724646952376366,-0.4779179345118975,0.0,-0.4479480189691531,-0.5264803281690694,-0.14391942771084335,-0.3971567924783391,-0.6011546759869786,-0.2059619053884517,0.6502580298443918,-0.4011762927406312,-0.1575535072644899,-0.14391942771084335,-0.14360260913196185,-0.14650818208265454,-0.950838545354322,-0.498177606958708,-0.1381923213984283,-0.0492638104727112,-0.5287732982385178,-0.14308099264862106,-0.14824032420082908,-0.6200836082715221,-0.5530130957598381,-0.16726594752963111,-0.1260152947061036,-0.527220628097286,-0.21258897864512524,-0.32360798579009287,-0.1409830220935847,-0.11295715778474401,-0.3173836175404318,-0.1519130564239988,-0.1373383882388613,-0.1575535072644899,-0.1415819960117748,-0.3120554213577373,0.12,-0.14933214603739983,-0.08718566712323951,-0.2590042883751844,-0.16726594752963111,-0.1383539331225448
